initial date: 2024-02-17, Fecha actual: 2026-02-17
percentil(%),pendent2y,pendent6m,slope1m,slope6d,volatilitat(%),guany esperat(%),perdua max(%),rsi14,relVol30,etiqueta
82,0.158,0.415,-0.231,-1.272,44,14,-57,39.1,1.40,SOLV
68,0.052,-0.312,0.388,0.887,52,40,-49,58.9,2.58,OHLA.MC
0,0.000,0.000,0.000,0.000,52,40,-49,58.9,2.58,US7565681019.SG
100,0.044,0.303,0.725,0.286,44,0,-79,67.2,0.46,REP.MC
99,0.203,0.161,0.426,0.091,82,2,-460,73.6,0.75,Y5C.SG
100,0.133,0.214,0.342,0.163,38,0,-61,82.5,0.61,SCYR.MC
0,0.029,-0.289,-1.475,-0.137,62,164,-0,25.1,1.46,KVYO
100,0.184,0.116,0.468,0.039,79,0,-370,61.0,0.85,TRE.MC
0,-0.146,-0.148,0.992,-0.000,100,305900,-400,50.0,0.00,SLNAF
4,-0.112,-0.274,-1.075,-1.134,77,260,-18,30.3,0.19,ARBE
0,0.070,-0.757,-0.605,-0.200,64,175,-2,19.5,1.80,ODD
1,-0.190,-0.196,-0.169,0.069,87,624,-6,48.2,0.00,VFSWW
18,-0.028,-0.476,0.666,-0.147,54,64,-32,65.5,0.00,O9T.SG
100,0.185,0.194,0.117,0.266,65,0,-183,64.3,0.00,D8Y0.SG
30,0.138,-0.524,-1.871,-1.889,59,83,-34,28.2,0.86,IBIT
30,0.139,-0.523,-1.865,-1.884,59,83,-34,28.4,1.04,ARKB
61,0.147,-0.153,-1.015,-0.470,48,31,-47,35.5,0.00,NTES.VI
0,-0.056,-0.229,-0.352,-0.204,62,163,-1,24.1,0.01,0JOQ.IL
0,0.000,0.000,0.000,0.000,62,163,-1,24.1,0.01,US89677Q1076.SG
8,-0.191,-0.163,-0.087,0.716,87,495,-27,30.1,0.25,XOS
1,-0.173,-0.442,-0.618,-0.137,95,1625,-10,25.9,1.21,GSOL
0,0.000,0.000,0.000,0.000,95,1625,-10,25.9,1.21,US4234031049.SG
83,0.183,0.147,-0.206,-1.729,33,4,-42,34.2,1.49,OEF
3,-0.143,-0.242,-1.775,-0.223,6,4,-3,21.4,0.69,SRLN
0,-0.019,-0.165,0.354,0.000,100,18,-7,50.0,0.00,NESNN.MX
100,0.151,0.396,0.282,0.258,50,0,-99,70.4,1.67,RHHBF
83,15.714,15.714,15.714,15.714,4,0,-4,-1.0,-1.00,ABBNE.SW
15,-0.145,-0.114,0.190,-3.955,44,63,-10,40.0,0.00,ADIA.MU
98,0.178,0.180,0.001,-0.636,42,5,-65,47.9,1.18,JBARF
100,0.162,0.181,1.647,1.160,29,0,-41,86.7,2.35,GBRF.F
37,0.043,0.592,-0.421,-6.550,43,49,-18,35.5,1.07,HCMLY
100,0.160,0.046,0.351,0.172,41,0,-70,100.0,2.73,SWZCF
83,0.029,0.610,0.212,-2.767,27,5,-30,48.9,1.00,SGSNZ.XC
87,0.190,0.045,0.584,-2.093,41,7,-58,59.7,4.09,SLW1.F
51,0.148,-0.389,0.755,1.341,40,16,-42,78.9,0.00,SR9A.SG
0,0.000,0.000,0.000,0.000,40,16,-42,78.9,0.00,SYT
87,0.135,0.111,-0.548,-1.007,42,17,-47,20.8,0.35,0R3T.IL
88,0.189,0.036,0.598,-2.525,37,6,-50,58.6,0.93,ZURVY
100,0.149,0.149,0.354,0.166,34,0,-52,80.3,0.91,BBJP
99,0.169,0.180,0.199,0.046,30,1,-41,63.5,0.91,ESGD
83,0.179,0.153,-0.467,-1.792,29,4,-36,34.0,0.78,ESGV
0,0.159,0.151,0.030,-14.076,100,1,-44,5.5,0.00,0JNB.L
67,0.013,0.018,-0.823,5.260,100,10,-21,44.5,0.00,^CLTBROLLS
100,-0.019,0.494,0.289,0.155,30,1,-42,74.5,0.81,IYE
100,0.001,0.409,0.279,0.155,32,1,-44,72.3,0.68,IXC
99,0.188,0.130,0.082,-0.126,28,1,-38,53.7,0.71,ICVT
100,0.179,0.166,0.148,0.189,34,0,-52,78.0,1.00,IFRA
93,0.169,0.366,0.172,-0.032,61,17,-121,63.2,1.00,MRX
0,0.057,-0.059,-4.639,0.000,100,0,-112,15.2,0.00,DWLAF
36,-0.082,0.132,1.156,-1.499,32,21,-21,71.8,0.50,RIGD.IL
99,0.069,0.682,0.310,0.006,31,1,-43,58.2,0.70,AXISBANK.NS
99,-0.008,0.789,0.237,0.107,33,1,-47,74.1,3.34,SID.F
80,0.163,0.036,0.532,-2.608,52,17,-79,60.5,28.16,MHID.IL
0,-0.135,0.084,-1.900,-0.847,44,78,-1,20.3,1.52,ACN
64,0.013,0.354,-0.498,-4.186,51,34,-53,43.7,0.75,AAL
97,0.142,0.109,0.286,1.429,100,7,-53,51.4,1.55,ABBVD.BA
99,0.071,0.280,0.220,0.046,41,1,-67,62.7,0.55,TATASTEEL.NS
26,-0.060,0.277,0.000,0.000,100,35,-39,100.0,0.00,BIIB.SN
0,0.000,0.000,0.000,0.000,100,35,-39,100.0,0.00,PARA.VI
15,-0.128,-0.168,0.752,0.344,47,68,-12,66.0,0.01,CMCSA.MX
93,0.169,0.192,-0.000,-0.000,43,2,-72,100.0,-1.00,CFX.BE
94,0.122,-0.063,0.743,0.744,35,6,-44,61.6,1.01,COST
37,0.067,0.000,-0.000,-0.000,100,0,-21,100.0,0.00,CVSCL.SN
0,0.000,0.000,0.000,0.000,100,0,-21,100.0,0.00,EMKR
100,0.193,0.206,0.380,0.080,59,1,-145,72.3,0.87,GILD
71,0.145,-0.269,0.489,7.821,100,241,-18,47.6,0.06,GPRO.MX
94,0.192,0.182,-0.173,-0.578,61,8,-135,42.9,1.04,GS
86,-0.036,0.121,2.566,0.662,27,10,-25,73.4,0.00,ALD.MU
0,0.000,0.000,0.000,0.000,27,10,-25,73.4,0.00,KEL.SG
46,-0.142,0.280,0.000,-0.000,75,110,-91,100.0,-1.00,MKO.BE
61,0.058,-0.102,-0.573,-0.515,35,19,-28,36.6,0.00,LOW.MX
86,-0.032,0.563,0.475,0.204,55,12,-98,63.9,0.00,MACY.VI
99,0.175,0.337,0.605,-0.153,47,4,-83,69.3,3.96,MCK.F
79,0.107,0.265,0.704,-0.000,29,8,-30,100.0,0.00,MDTN.MX
21,-0.110,-0.459,-0.964,2.193,17,17,-3,36.4,0.47,MET-PF
21,0.118,-0.335,-1.781,-1.228,41,43,-17,19.2,0.31,PCE1.SG
85,0.159,-0.055,0.954,1.460,59,10,-122,83.4,0.02,PM.MX
0,0.000,0.000,0.000,0.000,59,10,-122,83.4,0.02,PSX.BA
0,0.087,-0.496,-2.509,-0.299,51,99,-3,10.2,0.50,PYPL.BA
5,-0.046,-0.223,0.000,-0.000,100,20,-5,100.0,0.00,QCOMCL.SN
88,-0.041,0.205,2.468,2.212,22,3,-24,62.9,0.00,L3H.DU
2,-0.152,-0.271,-0.131,0.240,56,110,-7,44.7,0.59,S
16,0.008,-0.437,-1.317,-0.000,47,63,-17,100.0,0.00,SHAK.MX
43,-0.172,0.251,0.436,0.074,55,72,-30,74.9,0.00,DYH.HA
66,-0.047,-0.077,2.032,15.769,25,14,-18,100.0,0.00,UNP.MX
43,-0.151,0.279,0.762,0.286,46,39,-35,65.5,0.14,UPS.MX
0,0.000,0.000,0.000,0.000,46,39,-35,65.5,0.14,WBA.MX
90,0.183,0.217,0.174,-1.878,46,11,-69,47.3,0.74,WFC
100,0.173,0.225,1.488,0.284,100,0,-113,78.5,0.57,0LXB.L
99,0.036,0.317,0.174,-0.103,49,2,-91,66.2,0.59,VLO
95,0.177,0.254,0.018,-0.255,40,9,-53,52.2,20.00,ABG.F
29,0.124,-0.366,-0.291,0.000,48,36,-42,0.0,0.00,KR.MX
92,0.165,0.250,-0.004,-0.429,57,10,-113,50.7,0.18,GM.MX
97,0.015,-0.009,2.123,-0.292,46,8,-71,78.5,0.67,MPC
97,0.199,0.223,0.165,-0.843,69,6,-207,51.8,0.04,CAH.BA
21,-0.176,0.128,-0.730,1.810,53,75,-23,65.8,0.00,ELV.VI
8,-0.174,-0.169,-0.143,-0.187,83,410,-14,38.8,0.00,FMQ.MU
0,-0.141,0.088,-1.683,-0.339,45,80,-1,8.3,-1.00,CHR.MU
78,-0.153,0.202,2.440,2.340,100,20,-36,75.3,0.53,0QZA.L
86,0.110,0.040,0.884,1.895,31,12,-29,65.6,1.71,ET
1,-0.160,-0.316,-1.715,-0.034,61,140,-5,32.0,5.11,HUM.SG
100,0.114,0.333,1.808,0.324,100,0,-33,79.2,3.34,0S23.L
100,0.133,0.077,0.593,0.304,43,0,-74,84.7,0.64,SYY.BA
1,-0.091,-0.278,-0.000,-0.000,33,47,-2,100.0,-1.00,WFK.BE
5,-0.106,-0.309,0.033,-2.783,46,57,-17,47.1,0.96,BBY
74,0.120,0.184,0.145,-3.916,52,20,-74,46.2,0.10,DAL.MX
93,0.163,0.156,0.132,-1.340,68,8,-189,52.0,0.88,UAL
59,-0.103,0.394,1.253,-1.629,29,14,-23,50.6,0.00,TSN.VI
99,0.131,0.285,1.538,0.119,39,2,-62,88.6,0.00,DEER.VI
22,-0.110,-0.432,-0.814,-0.733,19,17,-6,25.2,0.65,ALL-PH
24,-0.163,-0.213,0.796,-0.401,33,26,-19,57.5,0.60,CI
15,-0.176,-0.153,0.413,0.453,35,30,-18,76.0,0.00,KTF.MU
100,0.194,0.081,0.184,0.126,66,0,-198,77.6,1.07,SNEX
57,-0.142,0.455,0.304,-0.383,44,17,-52,41.2,0.01,HAL.MX
94,0.103,0.160,-0.337,-1.534,34,6,-44,39.0,1.01,GD
91,0.170,0.246,-0.181,-0.107,36,5,-50,64.4,0.46,TJX.F
99,-0.066,0.078,5.525,-0.074,32,2,-44,86.9,-1.00,VNI.DU
90,0.142,-0.027,0.525,10.965,26,5,-30,75.6,-1.00,EXEC.VI
97,0.101,-0.180,1.497,1.153,54,7,-101,64.4,0.20,IP.BA
0,0.000,0.000,0.000,0.000,54,7,-101,64.4,0.20,QRTE.VI
52,-0.034,0.024,1.328,-2.038,6,2,-4,46.6,1.38,DUK-PA
97,0.157,0.189,1.283,-0.000,50,1,-97,100.0,0.00,BKR.MX
92,0.114,0.306,0.126,-2.212,38,9,-49,49.4,0.26,EMR.F
99,0.132,0.058,0.145,-0.170,34,1,-50,63.5,0.00,NTH.MU
63,-0.033,-0.077,-0.109,1.134,81,141,-124,39.6,0.58,NVAX
6,-0.150,-0.347,-0.000,0.000,34,32,-15,100.0,-1.00,ARW.BE
68,0.060,0.119,1.814,0.934,33,13,-33,68.4,0.18,AFL.SG
20,0.102,-0.465,-0.855,1.409,40,51,-12,64.3,0.00,ABT.MX
39,-0.087,0.177,0.329,3.859,63,95,-39,65.1,-1.00,CG5.F
50,-0.033,0.139,0.813,-1.595,50,40,-42,54.1,0.94,FLU.F
98,-0.009,0.574,0.113,-0.377,46,4,-79,49.3,0.01,FCX.MX
98,0.115,0.275,1.348,-0.329,100,5,-57,58.2,1.05,0LHY.L
84,-0.098,0.533,0.601,-0.973,51,20,-70,63.9,1.14,NUO.F
0,-0.132,-0.259,-0.000,-0.000,38,59,-1,100.0,-1.00,KMY.BE
0,0.000,0.000,0.000,0.000,38,59,-1,100.0,-1.00,0J50.L
0,0.000,0.000,0.000,0.000,38,59,-1,100.0,-1.00,US1651677353.SG
0,-0.195,-0.192,-0.232,-0.497,89,848,0,42.6,6.16,XRXB34.SA
2,-0.190,-0.167,0.092,-2.885,68,200,-3,46.2,4.15,MPW.F
6,-0.121,0.183,-2.635,-1.477,40,55,-8,18.1,0.00,DHR.MX
29,-0.141,-0.071,0.335,-0.141,56,72,-31,56.1,-1.00,WHR.HA
45,-0.134,0.096,0.103,-1.792,70,66,-104,50.3,0.23,PBF.MX
94,-0.041,0.031,2.305,-0.132,59,9,-126,81.7,0.71,DINO
90,0.010,0.954,-0.232,0.040,100,8,-63,49.0,0.24,4LLY.TI
59,-0.156,0.180,1.810,2.050,37,18,-34,81.0,0.02,DVN.MX
8,0.043,-0.379,0.210,1.431,100,43,-9,47.1,0.95,0KOC.L
99,0.153,0.286,0.092,0.390,53,1,-110,55.9,1.86,CUM.F
66,-0.101,0.276,0.160,2.273,79,48,-224,65.0,1.12,KSS
50,-0.110,0.311,-0.000,-0.000,34,22,-25,100.0,-1.00,PAE.BE
98,0.127,0.537,0.367,-0.246,53,6,-102,74.3,0.00,LUV.MX
100,0.099,0.158,1.928,0.532,31,0,-44,88.2,0.00,NSCO.VI
36,-0.130,0.263,0.434,-1.290,55,61,-38,49.4,0.00,GYT.VI
17,-0.064,-0.377,0.086,3.567,35,42,-8,73.0,0.00,EOG.MX
92,0.127,0.341,-0.502,0.813,92,41,-747,48.2,1.04,LUMN
99,0.180,-0.192,0.694,2.073,41,1,-69,65.3,0.77,MO
100,0.152,0.074,0.638,3.853,58,0,-138,80.0,2.86,THC1.F
16,-0.173,-0.163,0.935,0.523,100,57,-11,71.1,0.39,0R1X.L
86,-0.114,0.423,1.124,-0.017,50,16,-74,84.0,-1.00,LE6N.F
0,0.000,0.000,0.000,0.000,50,16,-74,84.0,-1.00,X
49,0.011,-0.601,1.770,6.874,26,17,-15,64.1,-1.00,UA9.F
64,-0.126,0.220,1.264,0.294,57,44,-62,74.4,0.00,AES.DU
59,0.027,-0.400,1.922,3.682,38,23,-31,69.3,1.58,GLP
68,0.057,0.395,-1.509,-3.642,53,29,-66,1.8,1.00,TMO.BA
19,-0.140,0.041,-0.000,-0.000,45,50,-22,100.0,-1.00,PCG.BE
100,0.085,0.409,0.697,0.246,41,0,-71,80.7,1.11,NEE
10,-0.183,-0.143,-0.034,-1.680,63,141,-11,54.1,19.15,BTL.F
18,-0.168,0.187,-0.686,-0.000,70,129,-44,0.0,0.00,C1NC34.SA
93,0.190,0.190,-0.038,-1.731,53,7,-100,50.8,0.00,BONY.VI
98,0.165,0.209,0.058,-0.238,60,4,-140,60.4,0.00,JBL.MU
70,0.106,-0.003,1.749,0.716,53,20,-77,100.0,0.00,KMI.MX
0,0.000,0.000,0.000,0.000,53,20,-77,100.0,0.00,ODP
98,0.017,0.617,1.404,-0.538,37,4,-53,73.4,0.81,BMY
97,0.180,-0.045,0.693,5.024,69,6,-206,74.1,1.23,NRA.F
86,-0.170,0.155,3.306,3.269,37,10,-43,82.6,0.75,PPG
69,-0.135,-0.109,1.681,0.605,39,23,-32,67.6,30.00,GPT.F
